update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
116 0 0 1 0 2 0 2 0 0 0 
116 1 0 1 0 2 0 0 0 0 0 
116 2 1 0 0 2 0 2 0 0 0 
116 3 0 0 0 0 0 0 0 0 0 
116 4 0 1 0 2 0 2 0 0 0 
116 5 0 1 0 2 0 2 0 0 0 
116 6 0 1 0 2 0 2 0 0 0 
116 7 1 0 0 2 0 2 0 0 0 
116 8 0 1 0 2 0 2 0 0 0 
116 9 1 0 0 0 2 0 2 0 0 
116 10 1 0 0 0 2 0 2 0 0 
116 11 1 0 0 0 1 0 0 0 0 
116 12 1 0 0 0 2 0 2 0 0 
116 13 0 1 0 2 0 2 0 0 0 
116 14 1 0 0 2 0 2 0 0 0 
116 15 1 0 0 2 0 2 0 0 0 
116 16 1 0 0 0 2 0 2 0 0 
116 17 0 1 0 2 0 2 0 0 0 
116 18 1 0 0 0 2 0 2 0 0 
116 19 0 0 0 0 0 0 0 0 0 
116 20 0 1 0 2 0 2 0 0 0 
116 21 1 0 0 1 0 0 0 0 0 
116 22 0 1 0 1 0 0 0 0 0 
116 23 0 1 0 2 0 2 0 0 0 
116 24 1 0 0 0 2 0 2 0 0 
116 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
116 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
