update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
82 0 1 0 0 0 2 0 1 0 0 
82 1 1 0 0 0 2 0 1 0 0 
82 2 0 1 0 2 0 1 0 0 0 
82 3 0 1 0 2 0 1 0 0 0 
82 4 1 0 0 0 2 0 1 0 0 
82 5 1 0 0 1 0 0 0 0 0 
82 6 0 1 0 1 0 0 0 0 0 
82 7 0 1 0 1 0 0 0 0 0 
82 8 0 1 0 2 0 1 0 0 0 
82 9 1 0 0 2 0 1 0 0 0 
82 10 1 0 0 0 2 0 1 0 0 
82 11 0 1 0 1 0 0 0 0 0 
82 12 0 1 0 1 0 0 0 0 0 
82 13 0 1 0 2 0 0 0 0 0 
82 14 1 0 0 2 0 0 0 0 0 
82 15 0 1 0 2 0 1 0 0 0 
82 16 1 0 0 2 0 0 0 0 0 
82 17 0 1 0 2 0 0 0 0 0 
82 18 0 1 0 1 0 0 0 0 0 
82 19 1 0 0 0 2 0 1 0 0 
82 20 1 0 0 0 2 0 1 0 0 
82 21 0 1 0 1 0 0 0 0 0 
82 22 0 1 0 2 0 1 0 0 0 
82 23 1 0 0 0 2 0 1 0 0 
82 24 1 0 0 0 1 0 0 0 0 
82 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
82 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
