update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
104 0 0 1 0 2 0 2 0 0 0 
104 1 1 0 0 2 0 2 0 0 0 
104 2 1 0 0 0 2 0 2 0 0 
104 3 0 0 0 0 0 0 0 0 0 
104 4 0 1 0 2 0 2 0 0 0 
104 5 1 0 0 0 2 0 2 0 0 
104 6 1 0 0 0 2 0 2 0 0 
104 7 1 0 0 0 2 0 2 0 0 
104 8 0 1 0 2 0 2 0 0 0 
104 9 0 1 0 2 0 2 0 0 0 
104 10 1 0 0 2 0 2 0 0 0 
104 11 0 1 0 2 0 2 0 0 0 
104 12 0 1 0 2 0 2 0 0 0 
104 13 1 0 0 0 2 0 2 0 0 
104 14 1 0 0 0 2 0 2 0 0 
104 15 1 0 0 0 2 0 2 0 0 
104 16 0 1 0 2 0 2 0 0 0 
104 17 0 1 0 2 0 2 0 0 0 
104 18 0 1 0 2 0 2 0 0 0 
104 19 1 0 0 2 0 2 0 0 0 
104 20 1 0 0 2 0 2 0 0 0 
104 21 1 0 0 0 2 0 2 0 0 
104 22 0 1 0 2 0 2 0 0 0 
104 23 0 0 0 0 0 0 0 0 0 
104 24 1 0 0 2 0 2 0 0 0 
104 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
104 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
