update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
99 0 0 1 0 2 0 2 0 0 0 
99 1 1 0 0 2 0 1 0 0 0 
99 2 1 0 0 0 2 0 2 0 0 
99 3 0 0 0 0 0 0 0 0 0 
99 4 0 1 0 2 0 2 0 0 0 
99 5 1 0 0 0 2 0 1 0 0 
99 6 1 0 0 0 1 0 0 0 0 
99 7 1 0 0 0 2 0 2 0 0 
99 8 0 1 0 2 0 1 0 0 0 
99 9 0 1 0 2 0 2 0 0 0 
99 10 1 0 0 2 0 1 0 0 0 
99 11 0 1 0 1 0 0 0 0 0 
99 12 0 1 0 2 0 2 0 0 0 
99 13 1 0 0 0 2 0 2 0 0 
99 14 1 0 0 0 2 0 1 0 0 
99 15 1 0 0 0 2 0 1 0 0 
99 16 0 1 0 2 0 1 0 0 0 
99 17 0 1 0 2 0 1 0 0 0 
99 18 0 1 0 2 0 1 0 0 0 
99 19 1 0 0 2 0 2 0 0 0 
99 20 1 0 0 2 0 1 0 0 0 
99 21 1 0 0 0 1 0 0 0 0 
99 22 0 1 0 2 0 1 0 0 0 
99 23 0 0 0 0 0 0 0 0 0 
99 24 1 0 0 2 0 1 0 0 0 
99 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
99 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
