update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
58 0 1 0 0 0 2 0 2 0 0 
58 1 1 0 0 0 2 0 2 0 0 
58 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 5 0 1 0 2 0 2 0 0 0 
58 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 9 0 1 0 2 0 2 0 0 0 
58 10 1 0 0 0 2 0 2 0 0 
58 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 12 0 1 0 2 0 2 0 0 0 
58 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 14 1 0 0 2 0 2 0 0 0 
58 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 16 0 1 0 2 0 2 0 0 0 
58 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
58 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
