update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
125 0 0 1 0 2 0 2 0 0 0 
125 1 0 1 0 2 0 2 0 0 0 
125 2 0 0 0 0 0 0 0 0 0 
125 3 0 0 0 0 0 0 0 0 0 
125 4 0 0 0 0 0 0 0 0 0 
125 5 0 1 0 2 0 2 0 0 0 
125 6 0 1 0 2 0 2 0 0 0 
125 7 1 0 0 2 0 2 0 0 0 
125 8 1 0 0 0 1 0 0 0 0 
125 9 1 0 0 0 2 0 2 0 0 
125 10 1 0 0 0 2 0 2 0 0 
125 11 1 0 0 0 2 0 2 0 0 
125 12 1 0 0 1 0 0 0 0 0 
125 13 0 1 0 2 0 2 0 0 0 
125 14 1 0 0 2 0 2 0 0 0 
125 15 0 1 0 1 0 0 0 0 0 
125 16 0 1 0 2 0 1 0 0 0 
125 17 0 1 0 2 0 2 0 0 0 
125 18 1 0 0 0 2 0 2 0 0 
125 19 1 0 0 0 0 0 0 0 0 
125 20 0 1 0 2 0 2 0 0 0 
125 21 0 0 0 0 0 0 0 0 0 
125 22 0 1 0 2 0 2 0 0 0 
125 23 0 0 0 0 0 0 0 0 0 
125 24 0 1 0 1 0 0 0 0 0 
125 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
125 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
