update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
71 0 1 0 0 2 0 2 0 0 0 
71 1 1 0 0 2 0 2 0 0 0 
71 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 4 0 1 0 2 0 2 0 0 0 
71 5 1 0 0 0 2 0 2 0 0 
71 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 9 1 0 0 0 2 0 2 0 0 
71 10 1 0 0 2 0 2 0 0 0 
71 11 0 1 0 2 0 2 0 0 0 
71 12 1 0 0 0 2 0 2 0 0 
71 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 14 1 0 0 0 2 0 2 0 0 
71 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 16 1 0 0 0 2 0 2 0 0 
71 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 18 0 1 0 2 0 2 0 0 0 
71 19 0 1 0 2 0 2 0 0 0 
71 20 0 1 0 2 0 2 0 0 0 
71 21 0 1 0 2 0 2 0 0 0 
71 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 23 0 1 0 2 0 2 0 0 0 
71 24 0 1 0 2 0 2 0 0 0 
71 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
71 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
