update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
94 0 0 1 0 1 0 0 0 0 0 
94 1 1 0 0 0 2 0 2 0 0 
94 2 0 0 0 0 0 0 0 0 0 
94 3 0 1 0 2 0 2 0 0 0 
94 4 0 0 0 0 0 0 0 0 0 
94 5 1 0 0 2 0 2 0 0 0 
94 6 0 1 0 2 0 2 0 0 0 
94 7 0 0 0 0 0 0 0 0 0 
94 8 0 0 0 0 0 0 0 0 0 
94 9 0 0 0 0 0 0 0 0 0 
94 10 1 0 0 0 2 0 2 0 0 
94 11 0 1 0 2 0 2 0 0 0 
94 12 0 1 0 1 0 0 0 0 0 
94 13 0 0 0 0 0 0 0 0 0 
94 14 1 0 0 2 0 2 0 0 0 
94 15 0 1 0 2 0 2 0 0 0 
94 16 0 0 0 0 0 0 0 0 0 
94 17 0 0 0 0 0 0 0 0 0 
94 18 0 0 0 0 0 0 0 0 0 
94 19 1 0 0 1 0 0 0 0 0 
94 20 1 0 0 0 2 0 2 0 0 
94 21 0 1 0 2 0 2 0 0 0 
94 22 0 1 0 2 0 2 0 0 0 
94 23 1 0 0 0 0 0 0 0 0 
94 24 1 0 0 0 2 0 2 0 0 
94 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
94 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
