update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
128 0 1 0 0 0 1 0 0 0 0 
128 1 0 1 0 2 0 2 0 0 0 
128 2 0 1 0 1 0 0 0 0 0 
128 3 0 1 0 1 0 0 0 0 0 
128 4 1 0 0 0 2 0 1 0 0 
128 5 1 0 0 0 1 0 0 0 0 
128 6 1 0 0 0 1 0 0 0 0 
128 7 1 0 0 0 1 0 0 0 0 
128 8 1 0 0 0 2 0 2 0 0 
128 9 0 0 0 0 0 0 0 0 0 
128 10 0 1 0 1 0 0 0 0 0 
128 11 1 0 0 0 2 0 2 0 0 
128 12 1 0 0 2 0 2 0 0 0 
128 13 1 0 0 0 1 0 0 0 0 
128 14 1 0 0 0 1 0 0 0 0 
128 15 0 1 0 2 0 2 0 0 0 
128 16 0 0 0 0 0 0 0 0 0 
128 17 0 1 0 1 0 0 0 0 0 
128 18 0 1 0 1 0 0 0 0 0 
128 19 1 0 0 0 0 0 0 0 0 
128 20 1 0 0 0 1 0 0 0 0 
128 21 0 1 0 1 0 0 0 0 0 
128 22 0 1 0 2 0 2 0 0 0 
128 23 1 0 0 0 2 0 1 0 0 
128 24 0 0 0 0 0 0 0 0 0 
128 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
128 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
