update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
34 0 1 0 0 1 0 0 0 0 0 
34 1 0 1 0 2 0 1 0 0 0 
34 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 10 0 1 0 1 0 0 0 0 0 
34 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 14 1 0 0 0 1 0 0 0 0 
34 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
34 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
