update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
120 0 0 1 0 2 0 2 0 0 0 
120 1 0 1 0 2 0 2 0 0 0 
120 2 1 0 0 2 0 2 0 0 0 
120 3 0 0 0 0 0 0 0 0 0 
120 4 0 1 0 2 0 2 0 0 0 
120 5 0 1 0 2 0 2 0 0 0 
120 6 0 1 0 2 0 2 0 0 0 
120 7 1 0 0 2 0 2 0 0 0 
120 8 0 1 0 2 0 2 0 0 0 
120 9 1 0 0 0 2 0 2 0 0 
120 10 1 0 0 0 2 0 2 0 0 
120 11 1 0 0 0 2 0 2 0 0 
120 12 1 0 0 0 2 0 2 0 0 
120 13 0 1 0 2 0 2 0 0 0 
120 14 1 0 0 2 0 2 0 0 0 
120 15 1 0 0 2 0 2 0 0 0 
120 16 1 0 0 0 2 0 2 0 0 
120 17 0 1 0 2 0 2 0 0 0 
120 18 1 0 0 0 2 0 2 0 0 
120 19 0 0 0 0 0 0 0 0 0 
120 20 0 1 0 2 0 2 0 0 0 
120 21 1 0 0 2 0 2 0 0 0 
120 22 0 1 0 2 0 2 0 0 0 
120 23 0 1 0 2 0 2 0 0 0 
120 24 1 0 0 0 2 0 2 0 0 
120 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
120 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
