41 42 81 0 81 
41 42 81 42 42 
41 42 81 42 81 
81 0 41 42 0 
81 42 81 42 0 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
