update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
110 0 0 0 0 0 0 0 0 0 0 
110 1 0 0 0 0 0 0 0 0 0 
110 2 1 0 0 1 0 0 0 0 0 
110 3 1 0 0 0 0 0 0 0 0 
110 4 0 0 0 0 0 0 0 0 0 
110 5 0 0 0 0 0 0 0 0 0 
110 6 1 0 0 0 2 0 2 0 0 
110 7 0 0 0 0 0 0 0 0 0 
110 8 0 1 0 1 0 0 0 0 0 
110 9 0 1 0 2 0 2 0 0 0 
110 10 1 0 0 2 0 2 0 0 0 
110 11 0 1 0 2 0 2 0 0 0 
110 12 1 0 0 0 1 0 0 0 0 
110 13 0 0 0 0 0 0 0 0 0 
110 14 1 0 0 0 2 0 2 0 0 
110 15 1 0 0 1 0 0 0 0 0 
110 16 0 1 0 2 0 2 0 0 0 
110 17 0 1 0 1 0 0 0 0 0 
110 18 0 1 0 2 0 2 0 0 0 
110 19 0 1 0 1 0 0 0 0 0 
110 20 0 0 0 0 0 0 0 0 0 
110 21 1 0 0 0 2 0 2 0 0 
110 22 0 0 0 0 0 0 0 0 0 
110 23 0 0 0 0 0 0 0 0 0 
110 24 0 0 0 0 0 0 0 0 0 
110 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
110 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
