update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
85 0 1 0 0 0 2 0 2 0 0 
85 1 1 0 0 0 2 0 2 0 0 
85 2 0 1 0 2 0 2 0 0 0 
85 3 0 1 0 2 0 2 0 0 0 
85 4 1 0 0 0 2 0 2 0 0 
85 5 1 0 0 2 0 1 0 0 0 
85 6 0 1 0 2 0 2 0 0 0 
85 7 0 1 0 2 0 2 0 0 0 
85 8 0 1 0 2 0 2 0 0 0 
85 9 1 0 0 2 0 2 0 0 0 
85 10 1 0 0 0 2 0 2 0 0 
85 11 0 1 0 2 0 2 0 0 0 
85 12 0 1 0 2 0 1 0 0 0 
85 13 0 1 0 2 0 2 0 0 0 
85 14 1 0 0 2 0 2 0 0 0 
85 15 0 1 0 2 0 2 0 0 0 
85 16 1 0 0 2 0 2 0 0 0 
85 17 0 1 0 2 0 2 0 0 0 
85 18 0 1 0 2 0 2 0 0 0 
85 19 1 0 0 0 2 0 2 0 0 
85 20 1 0 0 0 2 0 2 0 0 
85 21 0 1 0 2 0 2 0 0 0 
85 22 0 1 0 2 0 2 0 0 0 
85 23 1 0 0 0 2 0 2 0 0 
85 24 1 0 0 0 2 0 2 0 0 
85 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
85 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
