update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
111 0 0 1 0 1 0 0 0 0 0 
111 1 1 0 0 0 1 0 0 0 0 
111 2 1 0 0 1 0 0 0 0 0 
111 3 0 0 0 0 0 0 0 0 0 
111 4 0 1 0 1 0 0 0 0 0 
111 5 0 1 0 1 0 0 0 0 0 
111 6 0 0 0 0 0 0 0 0 0 
111 7 1 0 0 1 0 0 0 0 0 
111 8 0 1 0 1 0 0 0 0 0 
111 9 0 0 0 0 0 0 0 0 0 
111 10 1 0 0 0 1 0 0 0 0 
111 11 0 1 0 2 0 2 0 0 0 
111 12 1 0 0 0 2 0 1 0 0 
111 13 0 1 0 1 0 0 0 0 0 
111 14 0 0 0 0 0 0 0 0 0 
111 15 1 0 0 1 0 0 0 0 0 
111 16 0 0 0 0 0 0 0 0 0 
111 17 0 0 0 0 0 0 0 0 0 
111 18 0 0 0 0 0 0 0 0 0 
111 19 0 0 0 0 0 0 0 0 0 
111 20 0 1 0 1 0 0 0 0 0 
111 21 1 0 0 0 2 0 2 0 0 
111 22 1 0 0 0 1 0 0 0 0 
111 23 0 0 0 0 0 0 0 0 0 
111 24 1 0 0 0 1 0 0 0 0 
111 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
111 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
