update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
88 0 1 0 0 0 2 0 2 0 0 
88 1 1 0 0 0 2 0 2 0 0 
88 2 0 1 0 2 0 2 0 0 0 
88 3 0 1 0 2 0 2 0 0 0 
88 4 1 0 0 0 2 0 2 0 0 
88 5 1 0 0 2 0 2 0 0 0 
88 6 0 1 0 2 0 2 0 0 0 
88 7 0 1 0 2 0 2 0 0 0 
88 8 0 1 0 2 0 2 0 0 0 
88 9 1 0 0 2 0 2 0 0 0 
88 10 1 0 0 0 2 0 2 0 0 
88 11 0 1 0 2 0 2 0 0 0 
88 12 0 1 0 2 0 2 0 0 0 
88 13 0 1 0 2 0 2 0 0 0 
88 14 1 0 0 2 0 2 0 0 0 
88 15 0 1 0 2 0 2 0 0 0 
88 16 1 0 0 2 0 2 0 0 0 
88 17 0 1 0 2 0 2 0 0 0 
88 18 0 1 0 2 0 2 0 0 0 
88 19 1 0 0 0 2 0 2 0 0 
88 20 1 0 0 0 2 0 2 0 0 
88 21 0 1 0 2 0 2 0 0 0 
88 22 0 1 0 2 0 2 0 0 0 
88 23 1 0 0 0 2 0 2 0 0 
88 24 1 0 0 0 2 0 2 0 0 
88 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
88 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
