41 81 42 -1 42 
42 42 -1 81 42 
81 42 81 -1 41 
-1 42 -1 81 42 
42 41 41 42 42 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
