42 81 42 0 81 
41 42 42 42 42 
81 42 42 42 41 
81 42 81 42 0 
81 42 81 0 81 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 
