update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
60 0 1 0 0 0 2 0 2 0 0 
60 1 1 0 0 0 2 0 2 0 0 
60 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 5 0 1 0 2 0 2 0 0 0 
60 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 9 0 1 0 2 0 2 0 0 0 
60 10 1 0 0 0 2 0 2 0 0 
60 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 12 0 1 0 2 0 2 0 0 0 
60 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 14 1 0 0 2 0 2 0 0 0 
60 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 16 0 1 0 2 0 2 0 0 0 
60 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
60 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
