update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
114 0 0 1 0 2 0 1 0 0 0 
114 1 0 1 0 1 0 0 0 0 0 
114 2 1 0 0 2 0 1 0 0 0 
114 3 0 0 0 0 0 0 0 0 0 
114 4 0 1 0 2 0 1 0 0 0 
114 5 0 1 0 2 0 1 0 0 0 
114 6 0 1 0 2 0 1 0 0 0 
114 7 1 0 0 2 0 1 0 0 0 
114 8 0 1 0 2 0 2 0 0 0 
114 9 1 0 0 0 2 0 1 0 0 
114 10 1 0 0 0 2 0 1 0 0 
114 11 1 0 0 0 1 0 0 0 0 
114 12 1 0 0 0 2 0 2 0 0 
114 13 0 1 0 2 0 1 0 0 0 
114 14 1 0 0 2 0 1 0 0 0 
114 15 1 0 0 2 0 2 0 0 0 
114 16 1 0 0 0 2 0 1 0 0 
114 17 0 1 0 2 0 1 0 0 0 
114 18 1 0 0 0 2 0 1 0 0 
114 19 0 0 0 0 0 0 0 0 0 
114 20 0 1 0 2 0 1 0 0 0 
114 21 1 0 0 0 0 0 0 0 0 
114 22 0 0 0 0 0 0 0 0 0 
114 23 0 1 0 2 0 1 0 0 0 
114 24 1 0 0 0 2 0 1 0 0 
114 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
114 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
