# Avida deme resource data
# Mon Feb 20 22:35:48 2017
#  1: update
#  2: Deme 0 Resource resNOT
#  3: Deme 0 Resource resNAND
#  4: Deme 0 Resource resAND
#  5: Deme 0 Resource resORN
#  6: Deme 0 Resource resOR
#  7: Deme 0 Resource resANDN
#  8: Deme 0 Resource resNOR
#  9: Deme 0 Resource resXOR
# 10: Deme 0 Resource resEQU
# 11: Deme 1 Resource resNOT
# 12: Deme 1 Resource resNAND
# 13: Deme 1 Resource resAND
# 14: Deme 1 Resource resORN
# 15: Deme 1 Resource resOR
# 16: Deme 1 Resource resANDN
# 17: Deme 1 Resource resNOR
# 18: Deme 1 Resource resXOR
# 19: Deme 1 Resource resEQU

0 0.994893 0.955138 0.994893 0.950146 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 0.994893 
1 1.97994 1.94058 1.97994 1.93564 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 1.97994 
2 2.95513 2.91617 2.95513 2.91127 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 2.95513 
3 3.92057 3.882 3.92057 3.72479 3.92057 3.76272 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 3.92057 
4 4.87636 4.83817 4.87636 4.68253 4.87636 4.72009 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 4.87636 
5 5.82258 5.78478 5.82258 5.6307 5.82258 5.43093 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 5.82258 
6 6.75935 6.72192 6.75935 6.56938 6.75935 6.37162 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 6.75935 
7 7.68675 7.6497 7.68675 7.49868 7.68675 7.30289 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 7.68675 
8 8.60487 8.56819 8.60487 8.41869 8.60487 8.22486 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 8.60487 
9 9.51382 9.4775 9.51382 9.32949 9.51382 9.1376 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 9.51382 
10 10.4137 10.3777 10.4137 10.2312 10.4137 10.0412 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 10.4137 
11 11.3045 11.2689 11.3045 11.1239 11.3045 10.9358 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 11.3045 
12 12.1865 12.1512 12.1865 12.0076 12.1865 11.8214 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 12.1865 
13 13.0596 13.0247 13.0596 12.8825 13.0596 12.6982 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 13.0596 
14 13.924 13.8895 13.924 13.7487 13.924 13.5662 13.924 13.924 13.924 13.924 13.924 13.924 13.924 13.924 13.924 13.924 13.924 13.924 
15 14.7797 14.7456 14.7797 14.6062 14.7797 14.4255 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 14.7797 
16 14.8647 14.8276 15.6269 14.6874 14.8589 15.2763 15.6269 15.6269 15.6269 15.627 15.627 15.627 15.627 15.627 15.627 15.627 15.627 15.627 
17 15.7112 15.6744 16.4658 15.5356 15.7054 16.1186 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 16.4658 
18 16.549 16.5126 17.2961 15.5581 16.5433 16.9524 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 17.2961 
19 17.3785 17.3425 18.1181 16.3975 16.5466 16.9387 17.2512 18.1181 18.1181 18.1181 18.1181 18.1181 18.1181 18.1181 18.1181 18.1181 18.1181 18.1181 
20 18.1997 18.1641 18.9319 17.2286 17.3761 16.8828 18.0737 18.9319 18.9319 18.9319 18.9319 18.9319 18.9319 18.9319 18.9319 18.9319 18.9319 18.9319 
21 19.0127 18.9774 19.7376 18.0513 18.1973 17.7089 17.9851 19.7376 19.7376 19.7376 19.7376 19.7376 19.7376 19.7376 19.7376 19.7376 19.7376 19.7376 
22 19.8176 19.7826 20.5352 18.8657 19.0103 18.5268 18.8002 20.5352 20.5352 20.5352 20.5352 20.5352 20.5352 20.5352 20.5352 20.5352 20.5352 20.5352 
23 20.6144 20.5798 21.3249 19.6721 19.8152 19.3366 19.6072 21.3249 21.3249 21.3249 21.3249 21.3249 21.3249 21.3249 21.3249 21.3249 21.3249 21.3249 
