update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
52 0 1 0 0 0 2 0 2 0 0 
52 1 1 0 0 0 2 0 2 0 0 
52 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 5 0 1 0 2 0 2 0 0 0 
52 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 9 0 1 0 2 0 2 0 0 0 
52 10 1 0 0 0 2 0 2 0 0 
52 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 12 0 1 0 2 0 2 0 0 0 
52 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 14 1 0 0 2 0 1 0 0 0 
52 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 16 0 1 0 2 0 1 0 0 0 
52 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
52 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
