update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
106 0 0 1 0 2 0 2 0 0 0 
106 1 1 0 0 2 0 2 0 0 0 
106 2 1 0 0 0 2 0 2 0 0 
106 3 0 0 0 0 0 0 0 0 0 
106 4 0 1 0 2 0 2 0 0 0 
106 5 1 0 0 0 2 0 2 0 0 
106 6 1 0 0 0 2 0 2 0 0 
106 7 1 0 0 0 2 0 2 0 0 
106 8 0 1 0 2 0 2 0 0 0 
106 9 0 1 0 2 0 2 0 0 0 
106 10 1 0 0 2 0 2 0 0 0 
106 11 0 1 0 2 0 2 0 0 0 
106 12 0 1 0 2 0 2 0 0 0 
106 13 1 0 0 0 2 0 2 0 0 
106 14 1 0 0 0 2 0 2 0 0 
106 15 1 0 0 0 2 0 2 0 0 
106 16 0 1 0 2 0 2 0 0 0 
106 17 0 1 0 2 0 2 0 0 0 
106 18 0 1 0 2 0 2 0 0 0 
106 19 1 0 0 2 0 2 0 0 0 
106 20 1 0 0 2 0 2 0 0 0 
106 21 1 0 0 0 2 0 2 0 0 
106 22 0 1 0 2 0 2 0 0 0 
106 23 0 0 0 0 0 0 0 0 0 
106 24 1 0 0 2 0 2 0 0 0 
106 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
106 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
