update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
123 0 0 1 0 2 0 2 0 0 0 
123 1 0 1 0 2 0 2 0 0 0 
123 2 1 0 0 2 0 2 0 0 0 
123 3 1 0 0 0 0 0 0 0 0 
123 4 0 1 0 2 0 2 0 0 0 
123 5 0 1 0 2 0 2 0 0 0 
123 6 0 1 0 2 0 2 0 0 0 
123 7 1 0 0 2 0 2 0 0 0 
123 8 0 1 0 2 0 2 0 0 0 
123 9 1 0 0 0 2 0 2 0 0 
123 10 1 0 0 0 2 0 2 0 0 
123 11 1 0 0 0 2 0 2 0 0 
123 12 0 0 0 0 0 0 0 0 0 
123 13 0 1 0 2 0 2 0 0 0 
123 14 1 0 0 2 0 2 0 0 0 
123 15 0 0 0 0 0 0 0 0 0 
123 16 0 1 0 1 0 0 0 0 0 
123 17 0 1 0 2 0 2 0 0 0 
123 18 1 0 0 0 2 0 2 0 0 
123 19 0 0 0 0 0 0 0 0 0 
123 20 0 1 0 2 0 2 0 0 0 
123 21 1 0 0 2 0 2 0 0 0 
123 22 0 1 0 2 0 2 0 0 0 
123 23 0 1 0 2 0 2 0 0 0 
123 24 1 0 0 0 2 0 2 0 0 
123 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
123 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
