update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
55 0 1 0 0 0 2 0 2 0 0 
55 1 1 0 0 0 2 0 2 0 0 
55 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 5 0 1 0 2 0 2 0 0 0 
55 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 9 0 1 0 2 0 2 0 0 0 
55 10 1 0 0 0 2 0 2 0 0 
55 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 12 0 1 0 2 0 2 0 0 0 
55 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 14 1 0 0 2 0 2 0 0 0 
55 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 16 0 1 0 2 0 2 0 0 0 
55 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
55 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
