update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
126 0 0 0 0 0 0 0 0 0 0 
126 1 0 1 0 2 0 2 0 0 0 
126 2 0 0 0 0 0 0 0 0 0 
126 3 0 1 0 1 0 0 0 0 0 
126 4 1 0 0 0 1 0 0 0 0 
126 5 0 1 0 2 0 2 0 0 0 
126 6 0 1 0 2 0 2 0 0 0 
126 7 1 0 0 0 0 0 0 0 0 
126 8 1 0 0 0 2 0 1 0 0 
126 9 1 0 0 0 2 0 2 0 0 
126 10 0 0 0 0 0 0 0 0 0 
126 11 1 0 0 0 2 0 2 0 0 
126 12 1 0 0 1 0 0 0 0 0 
126 13 0 0 0 0 0 0 0 0 0 
126 14 1 0 0 2 0 2 0 0 0 
126 15 0 1 0 2 0 1 0 0 0 
126 16 0 0 0 0 0 0 0 0 0 
126 17 0 0 0 0 0 0 0 0 0 
126 18 1 0 0 0 2 0 2 0 0 
126 19 1 0 0 0 0 0 0 0 0 
126 20 0 0 0 0 0 0 0 0 0 
126 21 0 1 0 1 0 0 0 0 0 
126 22 0 1 0 2 0 2 0 0 0 
126 23 1 0 0 0 1 0 0 0 0 
126 24 0 1 0 1 0 0 0 0 0 
126 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
126 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
