update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
73 0 1 0 0 2 0 2 0 0 0 
73 1 1 0 0 2 0 2 0 0 0 
73 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 4 0 1 0 2 0 2 0 0 0 
73 5 1 0 0 0 2 0 2 0 0 
73 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 9 1 0 0 0 2 0 2 0 0 
73 10 1 0 0 2 0 2 0 0 0 
73 11 0 1 0 2 0 2 0 0 0 
73 12 1 0 0 0 2 0 2 0 0 
73 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 14 1 0 0 0 2 0 2 0 0 
73 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 16 1 0 0 0 2 0 2 0 0 
73 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 18 0 1 0 2 0 2 0 0 0 
73 19 0 1 0 2 0 2 0 0 0 
73 20 0 1 0 2 0 2 0 0 0 
73 21 0 1 0 2 0 2 0 0 0 
73 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 23 0 1 0 2 0 2 0 0 0 
73 24 0 1 0 2 0 2 0 0 0 
73 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
73 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
